learner_id,learner_archetype,weakness_category,traditional_mastery_growth,adaptive_mastery_growth,traditional_learning_speed,adaptive_learning_speed,traditional_error_reduction,adaptive_error_reduction,traditional_engagement,adaptive_engagement
L016,fast_improver,balanced_learner,2.7311821491848556,12.961539063449079,0.01,0.023336030777002484,0.10174624343165038,0.33371469015371663,1.0,1.0
L017,vocabulary_weak,vocabulary_weakness,0.6949576009005329,13.516608614334267,0.01,0.015729888529808337,0.11689675704488929,0.34,1.0,1.0
L018,plateau_learner,balanced_learner,2.2875195537881967,13.260512910594139,0.01,0.019486154946880288,0.15167707866815403,0.34,0.9882414607061001,1.0
L019,vocabulary_weak,vocabulary_weakness,2.515026934446931,11.329397472410873,0.01,0.014161868409038348,0.1366431993519197,0.34,1.0,1.0
L020,slow_learner,vocabulary_weakness,4.663887027630007,16.061580423924564,0.01,0.0189911694807487,0.17755609924146287,0.34,0.8272421483452663,0.9670495735497078
L021,listening_weak,listening_weakness,2.8438125465420794,16.570890406779142,0.01,0.026310004079503232,0.13458118196151708,0.34,1.0,1.0
L022,vocabulary_weak,vocabulary_weakness,1.7938531658813173,14.132004366922882,0.01,0.023078086211691034,0.1271490555051706,0.34,0.9726086306199508,1.0
L023,vocabulary_weak,vocabulary_weakness,0.6919567254167918,17.737595755446808,0.01,0.02303690817426144,0.10768733397099373,0.34,0.766495126110229,0.9598491430406407
L024,fast_improver,vocabulary_weakness,3.5369043537654785,10.128096392010923,0.01,0.013753055617963915,0.07212817239795169,0.21855557244443524,0.914762478011108,1.0
L025,balanced_learner,balanced_learner,3.3531778093739097,10.132695304541024,0.01,0.015076729236888907,0.13044791348916251,0.24140698148262135,1.0,1.0
L026,plateau_learner,listening_weakness,2.853810750608131,10.045863355549331,0.01,0.016360971494602094,0.120232342360946,0.22355160036129368,1.0,1.0
L027,grammar_weak,grammar_weakness,0.0,17.62533158134435,0.01,0.024635736010371043,0.17690379457564026,0.34,0.9467653546040773,1.0
L028,balanced_learner,balanced_learner,2.4574838781898674,12.068846479749073,0.01,0.023445504903178684,0.08022021580378697,0.2045162501946101,1.0,1.0
L029,listening_weak,listening_weakness,5.121752186719549,15.0488207269704,0.01,0.02240278113839602,0.1366597008281995,0.34,1.0,1.0
L030,reading_weak,reading_weakness,2.9464542431175476,16.311004909077607,0.01,0.02281074868344219,0.1878346393933642,0.34,0.9136922962202889,0.9892192372173937
L031,vocabulary_weak,vocabulary_weakness,1.9536992830976165,17.404769556678346,0.01,0.023022814794982166,0.11185736860408292,0.34,1.0,1.0
L032,balanced_learner,balanced_learner,4.853291793185205,11.22282643281919,0.01,0.015004722320004472,0.10104987733183918,0.2950142208594022,1.0,1.0
L033,balanced_learner,balanced_learner,0.5564835893356426,12.967819231391909,0.01,0.01883004294594661,0.12983861192388169,0.22720548832448476,0.9925119811069147,1.0
L034,vocabulary_weak,vocabulary_weakness,0.43474522896511214,11.809472379910403,0.01,0.020048118294136306,0.14249045740263294,0.34,0.9693873507086801,1.0
L035,grammar_weak,grammar_weakness,5.300086360560823,14.443079185716051,0.01,0.02254469176900165,0.20145257658228088,0.34,0.8905287847813398,1.0
L036,vocabulary_weak,vocabulary_weakness,4.219201242520692,14.241343000985607,0.01,0.018381532656603167,0.13364498048919038,0.34,0.986580704209159,1.0
L037,grammar_weak,grammar_weakness,4.1419697443284225,13.60638249925929,0.01,0.019431394651205098,0.18346649495300207,0.34,0.9879108796189671,1.0
L038,listening_weak,listening_weakness,4.698136222117508,15.26111367881721,0.01,0.024043608180361983,0.1320627724812275,0.34,0.9621672550927067,1.0
L039,fast_improver,listening_weakness,3.12539434570653,4.641718030422921,0.01,0.01,0.13919357996736786,0.20562388695800865,0.9916031695461225,1.0
L040,balanced_learner,balanced_learner,3.704827127282442,17.45747592265083,0.01,0.02484315083370691,0.15142620655270028,0.34,0.8290689088948693,1.0
L041,fast_improver,balanced_learner,5.504100251765458,11.953659005345244,0.01,0.02209052214442213,0.12704790215105016,0.2914630839682769,1.0,1.0
L042,listening_weak,listening_weakness,1.2586839434638344,10.656405195954811,0.01,0.012881074714495528,0.12319285232218145,0.33059080896655746,1.0,1.0
L043,vocabulary_weak,vocabulary_weakness,2.699790496719544,14.110346039782174,0.01,0.01263792989200746,0.13965384167520095,0.2851950987645131,1.0,1.0
L044,plateau_learner,balanced_learner,3.712210183319549,11.90924532033648,0.01,0.021723276421658423,0.10173526261667275,0.3157214994955093,0.9548945998451369,1.0
L045,vocabulary_weak,vocabulary_weakness,5.699420306805578,11.168424663587311,0.01,0.018795095015940778,0.15414962617107503,0.34,1.0,1.0
L046,reading_weak,reading_weakness,0.0,9.243544923059764,0.01,0.013167837290167815,0.17718360198797314,0.34,0.8770802509101264,0.9730672909766241
L047,listening_weak,listening_weakness,0.0,15.344114574375425,0.01,0.017792376626051636,0.13965928231059616,0.34,0.9658395761102019,1.0
L048,plateau_learner,reading_weakness,0.9342558579432865,13.36877216239637,0.01,0.018177855527848105,0.16132403125175676,0.30186219551462173,0.954239469509791,1.0
L049,balanced_learner,balanced_learner,0.5888770384690263,11.332272813803025,0.01,0.013660680961728892,0.051807689528881685,0.2455143314997813,1.0,1.0
L050,balanced_learner,balanced_learner,3.384428702816995,13.409974171192019,0.01,0.01948295331049738,0.1532989196831292,0.27803028924908196,1.0,1.0
L051,vocabulary_weak,vocabulary_weakness,1.7951857791515096,14.383416295537431,0.01,0.0228802124616134,0.1475605136961152,0.3289492575979074,1.0,1.0
L052,fast_improver,vocabulary_weakness,3.0346874039666183,12.174124796339516,0.01,0.019195623229799723,0.11853102038749902,0.2856473006547709,1.0,1.0
L053,vocabulary_weak,vocabulary_weakness,5.252490389144956,16.001834672351972,0.01,0.022128875751533945,0.14029526774595202,0.34,0.9105874219630549,1.0
L054,grammar_weak,grammar_weakness,7.604301919943563,16.206999778830053,0.01,0.024600734554424134,0.16544546415725492,0.34,0.8261512439815486,1.0
L055,grammar_weak,grammar_weakness,2.572302055273933,17.446691865357266,0.01,0.02621567353894864,0.15798780360929213,0.34,1.0,1.0
L056,listening_weak,listening_weakness,0.19812583749480073,18.922320429756912,0.01,0.032595582757117304,0.10237408776375304,0.34,1.0,1.0
L057,balanced_learner,balanced_learner,2.8088464709065977,11.037070230354958,0.01,0.015789631856223747,0.11533173576079013,0.26407329853623573,0.9675515047854791,1.0
L058,balanced_learner,balanced_learner,4.3900728517785055,14.532504020174809,0.01,0.019669526449565874,0.1492606297928954,0.34,0.9874869137242885,1.0
L059,balanced_learner,balanced_learner,4.940086027968799,9.399371723911473,0.01,0.01,0.09168172724915459,0.2423543986576016,0.9524017382553482,1.0
L060,listening_weak,listening_weakness,2.473941270798925,13.486003287333343,0.01,0.014954470983666547,0.11050126997096124,0.3326034098798438,0.9264508105791515,1.0
L061,grammar_weak,grammar_weakness,4.5600253897619325,17.505825649414685,0.01,0.02995684284841777,0.14182778154728076,0.3218324285378162,1.0,1.0
L062,slow_learner,listening_weakness,0.7772629530823052,13.441869202935191,0.01,0.017719272457956976,0.10440119432701156,0.25730863017775796,1.0,1.0
L063,reading_weak,reading_weakness,1.2081672587330978,14.119226690705608,0.01,0.019360213802165172,0.17873230204659002,0.34,0.9594468005120999,1.0
L064,vocabulary_weak,vocabulary_weakness,4.033024937764527,14.57898753086726,0.01,0.018364170935543125,0.16656306780522218,0.34,1.0,1.0
L065,slow_learner,listening_weakness,0.0,15.40344284094915,0.01,0.011718437704024332,0.13635020084060448,0.34,0.9295709239606202,1.0
L066,balanced_learner,balanced_learner,0.0,10.382927802334951,0.01,0.01,0.12146873236951677,0.19391854213194426,1.0,1.0
L067,vocabulary_weak,vocabulary_weakness,0.0,11.76371514012471,0.01,0.016388621583097847,0.14114825292418484,0.24580705610754083,0.9905988289017945,1.0
L068,grammar_weak,grammar_weakness,6.3349872348025205,10.88885171991807,0.01146855355361963,0.021181758417388223,0.13228131901694432,0.3051451619713974,1.0,1.0
L069,slow_learner,grammar_weakness,4.400213696501151,15.349600723273698,0.01,0.01545150503737555,0.1492981077061779,0.34,0.9980034639213267,1.0
L070,plateau_learner,vocabulary_weakness,3.290838677184685,9.73750574478818,0.01,0.01545426291738974,0.14403734808895502,0.28358809788816136,0.9515790138988418,1.0
L071,listening_weak,listening_weakness,2.7106141184796413,13.932855898994612,0.01,0.017466908953276204,0.1628519370331681,0.34,0.9369870680165986,1.0
L072,vocabulary_weak,vocabulary_weakness,1.8639615175896544,13.5315789543778,0.01,0.020817813775965845,0.11525839403035919,0.34,0.9910047009105907,1.0
L073,reading_weak,reading_weakness,5.585147845456811,14.146481508347179,0.01,0.022134188075519874,0.11025787342928822,0.34,1.0,1.0
L074,grammar_weak,grammar_weakness,5.365300123190137,13.909099197009233,0.01,0.024603742354373178,0.14924093579166645,0.34,1.0,1.0
L075,balanced_learner,balanced_learner,4.21313961237046,10.98930018843266,0.01,0.014425226096348009,0.07565766101334635,0.2329938543095814,0.9357030702563215,1.0
L076,vocabulary_weak,vocabulary_weakness,2.341704889166624,19.234802006145664,0.01,0.028495271346961407,0.18833540192236498,0.34,0.9754895445705504,1.0
L077,vocabulary_weak,vocabulary_weakness,3.2497049432408005,16.942333793939863,0.01,0.02051163020957,0.20725739514617417,0.34,0.8369731409203652,1.0
L078,plateau_learner,reading_weakness,3.8423288594918805,14.806124991399697,0.01,0.020182094274337738,0.11951076493097298,0.32896245278657116,1.0,1.0
L079,vocabulary_weak,vocabulary_weakness,2.376864314562157,14.936405143330994,0.01,0.025262189858724887,0.17991214049322593,0.34,0.9467829661391356,1.0
L080,reading_weak,reading_weakness,1.1373054833299179,15.190924673216946,0.01,0.021354975851809344,0.18175401233005228,0.34,0.9435113884150701,1.0
L081,vocabulary_weak,vocabulary_weakness,3.8230697700804934,16.02989676711955,0.01,0.02104310736673369,0.1633889090972656,0.34,1.0,1.0
L082,fast_improver,listening_weakness,3.8480190355733894,9.404055938090767,0.01,0.013414777313292435,0.08872208737885756,0.19197893756229814,0.9445011457331323,1.0
L083,vocabulary_weak,vocabulary_weakness,4.4260287282513024,15.020411166026529,0.01,0.023570859560911803,0.16536763557075168,0.34,1.0,1.0
L084,vocabulary_weak,vocabulary_weakness,1.3908017315729744,16.24278002212676,0.01,0.02235731339436505,0.16615471319090647,0.34,0.8635404863026273,1.0
L085,slow_learner,vocabulary_weakness,0.04574379786841698,14.778804357524699,0.01,0.0202674862860304,0.22,0.34,1.0,1.0
L086,reading_weak,reading_weakness,0.9707075249038741,18.61430325641404,0.01,0.025662808770736414,0.13407487767760104,0.34,0.9972180951609095,1.0
L087,plateau_learner,listening_weakness,2.0595955244913506,14.957609352982127,0.01,0.020228775342535654,0.11130826113439463,0.34,1.0,1.0
L088,plateau_learner,reading_weakness,2.1380090818474904,13.367527309948242,0.01,0.021964028029291,0.09840406601419621,0.30158963058585286,0.9841220365033188,1.0
L089,grammar_weak,grammar_weakness,6.102522270099811,19.9938367828858,0.01,0.028597119138961916,0.19202363998767777,0.34,0.9428572557459776,1.0
L090,balanced_learner,balanced_learner,3.7585223429287233,9.635126825110149,0.01,0.015472411928277217,0.11663542721131337,0.2777042758520264,0.9996417257063629,1.0
L091,plateau_learner,vocabulary_weakness,2.024902790807037,11.20673467658691,0.01,0.017241130271672168,0.11994791402449619,0.2736055299737811,1.0,1.0
L092,listening_weak,listening_weakness,1.23670362336821,15.363063140555496,0.01,0.0227696808888999,0.17406563366377975,0.34,1.0,1.0
L093,plateau_learner,vocabulary_weakness,4.698004308825359,12.399473686078256,0.01,0.016574549886024085,0.060965472208314275,0.20845346004836945,1.0,1.0
L094,grammar_weak,grammar_weakness,4.216988823564428,11.342379365063548,0.01,0.017449814407790074,0.14046456695371923,0.3091394325992472,1.0,1.0
L095,grammar_weak,grammar_weakness,5.652513005076634,17.486798741737708,0.01,0.02690276729498109,0.15888888757100053,0.34,0.9562949536680085,1.0
L096,plateau_learner,listening_weakness,1.7687291905236353,10.769808774733752,0.01,0.014767134774711664,0.06007007838833911,0.21995794712324723,1.0,0.989059928268232
L097,reading_weak,reading_weakness,5.593794314117554,12.956360173773032,0.012048660349019505,0.025766195139138,0.13060803300333626,0.34,0.9310017639688123,1.0
L098,reading_weak,reading_weakness,1.1012473178226878,14.940522431392084,0.01,0.020207641347440814,0.12178762625175296,0.34,1.0,1.0
L099,reading_weak,reading_weakness,0.28640784235077543,17.631085536603138,0.01,0.02341354589976731,0.15774612090697893,0.34,0.9505932842994017,1.0
L100,listening_weak,listening_weakness,7.076236894766438,12.555796726104008,0.01,0.016935657966899942,0.12301497755678603,0.28797335943289615,1.0,1.0
